,productID,brandID,attribute1,attribute2,attribute3,attribute4,clickVolume,avgOriginalUnitPrice,avgFinalUnitPrice,ma14SalesVolume,weekday,meanAge,gender,meanEducation,maritalStatus,plus,meanPurchasePower,meanUserLevel,meanCityLevel,sales
0,68,28,3.0,100.0,9,1.5615992856138363,799.0,237.20649955452004,186.95696753559318,11.785714285714286,4,35.498326880191684,0.11440070725541415,3.046748788293594,0.5629229381953844,0.20629058989730661,2.173473952803869,3.6281499489465725,2.181481749299096,14
1,31,6,3.0,100.0,2,7.747684621051537,352.0,178.54053832374274,129.12314254708272,25.785714285714285,7,25.633477546734234,0.0,3.005766111297756,0.0,0.4440949017080679,1.9277691813222315,3.058834016920699,1.5110257080463283,2
2,27,19,3.0,60.0,2,3.8996645299869086,293.0,119.06622056857547,59.13619945474152,21.357142857142858,6,32.228120015151404,0.15891057295893596,2.935704935857587,0.2930934916684021,0.13295902435697146,2.3247715348898006,2.650857271235061,1.6650372908193798,16
3,52,4,3.0,80.0,1,1.585428581035165,537.0,139.452544804376,68.57210043247541,7.285714285714286,5,29.30431667659206,0.18652210210498535,2.8107520004147686,0.24218066401455945,0.0,2.192937777528781,2.026258596902337,2.481082219554736,13
4,3,28,3.0,100.0,14,4.6230514734336206,6668.0,298.10653174628567,244.04776087040452,296.2142857142857,5,29.13208120356435,0.3001834475557343,3.0325265966674104,0.3912788361812205,0.10306155460955811,2.1352936788048122,2.736957197763758,1.979199694957727,159
5,49,2,3.0,70.0,7,7.086741994856379,257.0,238.396920331686,224.65058911481492,0.7857142857142857,5,39.767004151412486,0.3390637094666736,2.9839634584784696,0.0,0.3067009035376824,2.2921028993891666,3.0187714758583253,2.9795870953797765,3
6,11,3,3.0,50.0,3,5.4036926269455305,1745.0,65.29555941519916,44.39385623946763,32.857142857142854,3,29.39869504893079,0.22582452087069732,3.091766696065613,0.4627820506395316,0.3605557707495899,2.341948701148859,2.683976163185604,2.277107542233642,73
7,31,6,3.0,100.0,4,8.28446167969887,954.0,175.83809549656516,127.20286404276597,21.5,5,34.23920087137271,0.19947218934442154,3.0752899848289403,0.6787716658456366,0.30709383731626244,2.45560765829412,3.0474847964260894,2.448858161614466,17
8,46,29,2.0,50.0,2,14.93749275983539,4073.0,70.3308908997705,36.092359548444975,291.07142857142856,3,30.112606206426925,0.23650775934890422,2.998468180302176,0.49551110114772823,0.1327110876207927,2.2123433871109266,2.532845627740853,2.248246523588974,244
9,68,28,3.0,100.0,2,2.117584854332215,325.0,239.87958381699536,161.17909487263756,3.7142857142857144,5,34.55551409880083,0.5860136344871274,3.4875113924697048,0.9786755340545282,0.8103134192942847,2.373986727382575,3.3149829009042793,1.0124121574149207,5
10,44,12,3.0,100.0,8,1.956393755702118,17423.0,77.12718520602779,66.73077413072853,244.85714285714286,3,29.2292572601151,0.33801567629664214,3.0264948529819033,0.489686389462076,0.18140497592796462,2.2751172751587436,2.6284297526391307,2.3541606369642682,724
11,26,13,2.0,40.0,1,10.427115859693968,169.0,60.240529739239776,57.97921424856524,5.428571428571429,4,33.06541274130582,0.24426152284163227,2.615320685317127,0.2940699123342988,0.1539792095827625,2.3451873369609144,2.666639497149763,1.7904260398042164,7
12,69,29,3.0,60.0,2,5.267995261356721,750.0,80.75197894005409,42.211405401523855,56.214285714285715,3,32.8429296254715,0.18011930708547455,3.1932963145170223,0.863019333800797,0.38138636212962146,2.1461411495789795,2.9130519290465817,2.207081797198128,39
13,34,14,3.0,60.0,3,15.591783666329519,345.0,139.5469049994161,68.58224239747723,20.0,3,30.032585325251816,0.04790070023579406,3.384086683776567,0.32213110234716363,0.12165622389153105,2.1731450577491094,2.9301546205951072,1.9826940734791094,11
14,54,11,2.0,60.0,9,3.1661058772579334,1045.0,89.0453562621319,89.89002554351616,59.5,6,38.038063012678485,0.3625955523232979,2.921845228457111,0.5764035827329507,0.11061604944980122,2.2717062372831647,2.542910098977705,2.2543238567074178,31
15,53,3,3.0,60.0,4,2.88722699943167,58.0,68.86555943772673,66.1579542764582,17.214285714285715,4,35.06239828820664,0.9681198209285037,3.589567950883304,0.40714619561122983,1.0425608156071042,2.008059221992567,3.98885105072689,1.5592463837901889,2
16,76,13,2.0,70.0,1,21.31957096621624,3358.0,78.34787679919576,60.61838552050554,73.0,4,33.074021974672874,0.34709537261236145,2.748526432128138,0.5770015276175989,0.19532134312293373,2.27867153786907,2.0674687741815965,2.3895694861919483,98
17,18,30,4.0,80.0,16,3.4457889165261233,127.0,190.40298327146067,191.29704345394555,0.5,5,30.34589549349309,0.01562530716295109,2.971856426072489,0.9932640692206998,0.02160710740537217,2.0026818141044105,2.0723395377895146,1.987677867528764,1
18,41,15,3.0,100.0,18,40.151876202131774,307.0,79.18302059125446,57.1403183033395,7.071428571428571,1,34.94084942862055,0.41631248613408345,2.67984893834748,0.28727033982351347,0.22745782633794775,2.3586456780588954,2.3277940076111143,2.2844324370998548,11
19,44,12,3.0,100.0,6,7.465153246689955,1501.0,77.06390833765468,71.50482987062442,172.57142857142858,6,30.115507084413288,0.12085277497333882,3.0225087225681913,0.7761982949445123,0.32931357541592304,2.1911276700418316,3.415688624972329,1.9800831886724652,20
